Experiment,Method,Classifier,Train_MisclassificationRate,Test_MisclassificationRate
47,ldbkemd,LDA,0.09090909090909091,0.0920920920920921
9,original,CT,0.0,0.14214214214214213
9,original,LDA,0.0,0.3533533533533533
9,ldbk,CT,0.0,0.07907907907907907
9,ldbk,LDA,0.10101010101010101,0.11811811811811812
9,ldbkash,CT,0.0,0.18118118118118118
9,ldbkash,LDA,0.1414141414141414,0.2032032032032032
9,ldbkemd,CT,0.0,0.06106106106106106
9,ldbkemd,LDA,0.06060606060606061,0.11711711711711711
73,original,CT,0.0,0.17617617617617617
73,original,LDA,0.0,0.33433433433433435
73,ldbk,CT,0.0,0.08608608608608609
73,ldbk,LDA,0.1111111111111111,0.12612612612612611
73,ldbkash,CT,0.0,0.13513513513513514
73,ldbkash,LDA,0.13131313131313133,0.18018018018018017
73,ldbkemd,CT,0.0,0.08008008008008008
73,ldbkemd,LDA,0.1111111111111111,0.12612612612612611
82,original,CT,0.0,0.17917917917917917
82,original,LDA,0.0,0.3533533533533533
82,ldbk,CT,0.0,0.0960960960960961
82,ldbk,LDA,0.08080808080808081,0.12912912912912913
82,ldbkash,CT,0.0,0.15915915915915915
82,ldbkash,LDA,0.0707070707070707,0.15915915915915915
82,ldbkemd,CT,0.0,0.09109109109109109
82,ldbkemd,LDA,0.08080808080808081,0.12512512512512514
12,original,CT,0.0,0.14214214214214213
12,original,LDA,0.0,0.2832832832832833
12,ldbk,CT,0.0,0.13513513513513514
12,ldbk,LDA,0.1111111111111111,0.14314314314314314
12,ldbkash,CT,0.0,0.2962962962962963
12,ldbkash,LDA,0.2828282828282828,0.42742742742742745
12,ldbkemd,CT,0.0,0.1041041041041041
12,ldbkemd,LDA,0.1111111111111111,0.13013013013013014
79,original,CT,0.0,0.18218218218218218
79,original,LDA,0.0,0.3163163163163163
79,ldbk,CT,0.0,0.06006006006006006
79,ldbk,LDA,0.06060606060606061,0.12612612612612611
79,ldbkash,CT,0.0,0.22622622622622623
79,ldbkash,LDA,0.1717171717171717,0.32232232232232233
79,ldbkemd,CT,0.0,0.12312312312312312
79,ldbkemd,LDA,0.06060606060606061,0.12512512512512514
20,original,CT,0.0,0.19019019019019018
20,original,LDA,0.0,0.4174174174174174
20,ldbk,CT,0.0,0.12412412412412413
20,ldbk,LDA,0.12121212121212122,0.1001001001001001
20,ldbkash,CT,0.0,0.36936936936936937
20,ldbkash,LDA,0.3333333333333333,0.4244244244244244
20,ldbkemd,CT,0.0,0.11411411411411411
20,ldbkemd,LDA,0.1111111111111111,0.10810810810810811
6,original,CT,0.0,0.14514514514514515
6,original,LDA,0.0,0.37537537537537535
6,ldbk,CT,0.0,0.12512512512512514
6,ldbk,LDA,0.09090909090909091,0.14514514514514515
6,ldbkash,CT,0.0,0.15215215215215216
6,ldbkash,LDA,0.1111111111111111,0.16716716716716717
6,ldbkemd,CT,0.0,0.0960960960960961
6,ldbkemd,LDA,0.10101010101010101,0.14514514514514515
84,original,CT,0.0,0.15215215215215216
84,original,LDA,0.0,0.33433433433433435
84,ldbk,CT,0.0,0.08808808808808809
84,ldbk,LDA,0.0707070707070707,0.12312312312312312
84,ldbkash,CT,0.0,0.33933933933933935
84,ldbkash,LDA,0.21212121212121213,0.4344344344344344
84,ldbkemd,CT,0.0,0.09309309309309309
84,ldbkemd,LDA,0.0707070707070707,0.12312312312312312
80,original,CT,0.0,0.1971971971971972
80,original,LDA,0.0,0.3073073073073073
80,ldbk,CT,0.0,0.09309309309309309
80,ldbk,LDA,0.06060606060606061,0.13013013013013014
80,ldbkash,CT,0.0,0.2702702702702703
80,ldbkash,LDA,0.29292929292929293,0.4044044044044044
80,ldbkemd,CT,0.0,0.06106106106106106
80,ldbkemd,LDA,0.06060606060606061,0.12912912912912913
98,original,CT,0.0,0.16816816816816818
98,original,LDA,0.0,0.25125125125125125
98,ldbk,CT,0.0,0.13213213213213212
98,ldbk,LDA,0.0707070707070707,0.1031031031031031
98,ldbkash,CT,0.0,0.23323323323323322
98,ldbkash,LDA,0.25252525252525254,0.5025025025025025
98,ldbkemd,CT,0.0,0.06306306306306306
98,ldbkemd,LDA,0.09090909090909091,0.1041041041041041
70,original,CT,0.0,0.16416416416416416
70,original,LDA,0.0,0.4034034034034034
70,ldbk,CT,0.0,0.11611611611611612
70,ldbk,LDA,0.09090909090909091,0.1001001001001001
70,ldbkash,CT,0.0,0.32232232232232233
70,ldbkash,LDA,0.24242424242424243,0.4184184184184184
70,ldbkemd,CT,0.0,0.08108108108108109
70,ldbkemd,LDA,0.06060606060606061,0.1061061061061061
14,original,CT,0.0,0.15715715715715717
14,original,LDA,0.0,0.34534534534534533
14,ldbk,CT,0.0,0.12412412412412413
14,ldbk,LDA,0.10101010101010101,0.17117117117117117
14,ldbkash,CT,0.0,0.25825825825825827
14,ldbkash,LDA,0.25252525252525254,0.3893893893893894
14,ldbkemd,CT,0.0,0.12112112112112113
14,ldbkemd,LDA,0.0707070707070707,0.12612612612612611
7,original,CT,0.0,0.18018018018018017
7,original,LDA,0.0,0.33233233233233234
7,ldbk,CT,0.0,0.1061061061061061
7,ldbk,LDA,0.08080808080808081,0.13113113113113112
7,ldbkash,CT,0.0,0.4174174174174174
7,ldbkash,LDA,0.31313131313131315,0.5095095095095095
7,ldbkemd,CT,0.0,0.1091091091091091
7,ldbkemd,LDA,0.1111111111111111,0.13513513513513514
96,original,CT,0.0,0.17017017017017017
96,original,LDA,0.0,0.3173173173173173
96,ldbk,CT,0.0,0.13313313313313313
96,ldbk,LDA,0.04040404040404041,0.11511511511511512
96,ldbkash,CT,0.0,0.14614614614614616
96,ldbkash,LDA,0.09090909090909091,0.2092092092092092
96,ldbkemd,CT,0.0,0.12012012012012012
96,ldbkemd,LDA,0.04040404040404041,0.12112112112112113
57,original,CT,0.0,0.15915915915915915
57,original,LDA,0.0,0.3103103103103103
57,ldbk,CT,0.0,0.0920920920920921
57,ldbk,LDA,0.06060606060606061,0.12012012012012012
57,ldbkash,CT,0.0,0.16516516516516516
57,ldbkash,LDA,0.15151515151515152,0.25625625625625625
57,ldbkemd,CT,0.0,0.08808808808808809
57,ldbkemd,LDA,0.08080808080808081,0.13213213213213212
8,original,CT,0.0,0.15815815815815815
8,original,LDA,0.0,0.35735735735735735
8,ldbk,CT,0.0,0.17417417417417416
8,ldbk,LDA,0.1414141414141414,0.17617617617617617
8,ldbkash,CT,0.0,0.48148148148148145
8,ldbkash,LDA,0.31313131313131315,0.4984984984984985
8,ldbkemd,CT,0.0,0.09109109109109109
8,ldbkemd,LDA,0.10101010101010101,0.12512512512512514
64,original,CT,0.0,0.17517517517517517
64,original,LDA,0.0,0.3783783783783784
64,ldbk,CT,0.0,0.1111111111111111
64,ldbk,LDA,0.1111111111111111,0.10710710710710711
64,ldbkash,CT,0.0,0.35535535535535534
64,ldbkash,LDA,0.2828282828282828,0.47047047047047047
64,ldbkemd,CT,0.0,0.07207207207207207
64,ldbkemd,LDA,0.08080808080808081,0.11711711711711711
19,original,CT,0.0,0.18118118118118118
19,original,LDA,0.0,0.27127127127127126
19,ldbk,CT,0.0,0.13513513513513514
19,ldbk,LDA,0.0707070707070707,0.12312312312312312
19,ldbkash,CT,0.0,0.45645645645645644
19,ldbkash,LDA,0.24242424242424243,0.4744744744744745
19,ldbkemd,CT,0.0,0.11411411411411411
19,ldbkemd,LDA,0.08080808080808081,0.16716716716716717
91,original,CT,0.0,0.2122122122122122
91,original,LDA,0.0,0.3083083083083083
91,ldbk,CT,0.0,0.12012012012012012
91,ldbk,LDA,0.09090909090909091,0.15515515515515516
91,ldbkash,CT,0.0,0.14914914914914915
91,ldbkash,LDA,0.0707070707070707,0.2032032032032032
91,ldbkemd,CT,0.0,0.13713713713713713
91,ldbkemd,LDA,0.1111111111111111,0.14114114114114115
69,original,CT,0.0,0.1881881881881882
69,original,LDA,0.0,0.34634634634634637
69,ldbk,CT,0.0,0.1001001001001001
69,ldbk,LDA,0.10101010101010101,0.13613613613613615
69,ldbkash,CT,0.0,0.3333333333333333
69,ldbkash,LDA,0.2727272727272727,0.4544544544544545
69,ldbkemd,CT,0.0,0.07707707707707707
69,ldbkemd,LDA,0.12121212121212122,0.13813813813813813
60,original,CT,0.0,0.16616616616616617
60,original,LDA,0.0,0.35935935935935936
60,ldbk,CT,0.0,0.15415415415415415
60,ldbk,LDA,0.18181818181818182,0.11211211211211211
60,ldbkash,CT,0.0,0.3993993993993994
60,ldbkash,LDA,0.2828282828282828,0.47847847847847846
60,ldbkemd,CT,0.0,0.15215215215215216
60,ldbkemd,LDA,0.18181818181818182,0.11211211211211211
97,original,CT,0.0,0.2172172172172172
97,original,LDA,0.0,0.3303303303303303
97,ldbk,CT,0.0,0.12012012012012012
97,ldbk,LDA,0.1111111111111111,0.14714714714714713
97,ldbkash,CT,0.0,0.2002002002002002
97,ldbkash,LDA,0.2828282828282828,0.36936936936936937
97,ldbkemd,CT,0.0,0.13913913913913914
97,ldbkemd,LDA,0.10101010101010101,0.12112112112112113
4,original,CT,0.0,0.1971971971971972
4,original,LDA,0.0,0.3163163163163163
4,ldbk,CT,0.0,0.0980980980980981
4,ldbk,LDA,0.1111111111111111,0.16716716716716717
4,ldbkash,CT,0.0,0.2982982982982983
4,ldbkash,LDA,0.1919191919191919,0.46046046046046046
4,ldbkemd,CT,0.0,0.08808808808808809
4,ldbkemd,LDA,0.10101010101010101,0.15715715715715717
22,original,CT,0.0,0.1921921921921922
22,original,LDA,0.0,0.3333333333333333
22,ldbk,CT,0.0,0.12712712712712712
22,ldbk,LDA,0.09090909090909091,0.10510510510510511
22,ldbkash,CT,0.0,0.12012012012012012
22,ldbkash,LDA,0.06060606060606061,0.13613613613613615
22,ldbkemd,CT,0.0,0.14514514514514515
22,ldbkemd,LDA,0.08080808080808081,0.1111111111111111
11,original,CT,0.0,0.13413413413413414
11,original,LDA,0.0,0.2902902902902903
11,ldbk,CT,0.0,0.07507507507507508
11,ldbk,LDA,0.0707070707070707,0.11011011011011011
11,ldbkash,CT,0.0,0.47047047047047047
11,ldbkash,LDA,0.37373737373737376,0.6346346346346347
11,ldbkemd,CT,0.0,0.11211211211211211
11,ldbkemd,LDA,0.08080808080808081,0.11411411411411411
35,original,CT,0.0,0.14314314314314314
35,original,LDA,0.0,0.2502502502502503
35,ldbk,CT,0.0,0.11211211211211211
35,ldbk,LDA,0.1111111111111111,0.13013013013013014
35,ldbkash,CT,0.0,0.4004004004004004
35,ldbkash,LDA,0.36363636363636365,0.6276276276276276
35,ldbkemd,CT,0.0,0.06506506506506507
35,ldbkemd,LDA,0.09090909090909091,0.13213213213213212
13,original,CT,0.0,0.13513513513513514
13,original,LDA,0.0,0.26626626626626626
13,ldbk,CT,0.0,0.08108108108108109
13,ldbk,LDA,0.10101010101010101,0.12712712712712712
13,ldbkash,CT,0.0,0.44544544544544545
13,ldbkash,LDA,0.25252525252525254,0.43343343343343343
13,ldbkemd,CT,0.0,0.12612612612612611
13,ldbkemd,LDA,0.1111111111111111,0.12612612612612611
15,original,CT,0.0,0.17317317317317318
15,original,LDA,0.0,0.32732732732732733
15,ldbk,CT,0.0,0.09109109109109109
15,ldbk,LDA,0.0707070707070707,0.12212212212212212
15,ldbkash,CT,0.0,0.2872872872872873
15,ldbkash,LDA,0.16161616161616163,0.2552552552552553
15,ldbkemd,CT,0.0,0.07307307307307308
15,ldbkemd,LDA,0.0707070707070707,0.12312312312312312
61,original,CT,0.0,0.14314314314314314
61,original,LDA,0.0,0.35935935935935936
61,ldbk,CT,0.0,0.12112112112112113
61,ldbk,LDA,0.12121212121212122,0.12212212212212212
61,ldbkash,CT,0.0,0.3383383383383383
61,ldbkash,LDA,0.32323232323232326,0.4864864864864865
61,ldbkemd,CT,0.0,0.12412412412412413
61,ldbkemd,LDA,0.12121212121212122,0.11811811811811812
67,original,CT,0.0,0.17917917917917917
67,original,LDA,0.0,0.26226226226226224
67,ldbk,CT,0.0,0.10510510510510511
67,ldbk,LDA,0.09090909090909091,0.13213213213213212
67,ldbkash,CT,0.0,0.44044044044044045
67,ldbkash,LDA,0.23232323232323232,0.4944944944944945
67,ldbkemd,CT,0.0,0.12312312312312312
67,ldbkemd,LDA,0.08080808080808081,0.12812812812812813
16,original,CT,0.0,0.1091091091091091
16,original,LDA,0.0,0.35435435435435436
16,ldbk,CT,0.0,0.08708708708708708
16,ldbk,LDA,0.09090909090909091,0.12912912912912913
16,ldbkash,CT,0.0,0.3883883883883884
16,ldbkash,LDA,0.36363636363636365,0.5385385385385385
16,ldbkemd,CT,0.0,0.11711711711711711
16,ldbkemd,LDA,0.10101010101010101,0.12612612612612611
100,original,CT,0.0,0.15415415415415415
100,original,LDA,0.0,0.27627627627627627
100,ldbk,CT,0.0,0.10710710710710711
100,ldbk,LDA,0.06060606060606061,0.08608608608608609
100,ldbkash,CT,0.0,0.13613613613613615
100,ldbkash,LDA,0.1111111111111111,0.2972972972972973
100,ldbkemd,CT,0.0,0.12512512512512514
100,ldbkemd,LDA,0.04040404040404041,0.09109109109109109
40,original,CT,0.0,0.16916916916916916
40,original,LDA,0.0,0.2802802802802803
40,ldbk,CT,0.0,0.0990990990990991
40,ldbk,LDA,0.12121212121212122,0.11211211211211211
40,ldbkash,CT,0.0,0.2702702702702703
40,ldbkash,LDA,0.24242424242424243,0.4044044044044044
40,ldbkemd,CT,0.0,0.12412412412412413
40,ldbkemd,LDA,0.12121212121212122,0.11711711711711711
21,original,CT,0.0,0.1781781781781782
21,original,LDA,0.0,0.3173173173173173
21,ldbk,CT,0.0,0.10810810810810811
21,ldbk,LDA,0.09090909090909091,0.13713713713713713
21,ldbkash,CT,0.0,0.13113113113113112
21,ldbkash,LDA,0.12121212121212122,0.11611611611611612
21,ldbkemd,CT,0.0,0.11711711711711711
21,ldbkemd,LDA,0.12121212121212122,0.11711711711711711
38,original,CT,0.0,0.17017017017017017
38,original,LDA,0.0,0.34134134134134136
38,ldbk,CT,0.0,0.08508508508508508
38,ldbk,LDA,0.13131313131313133,0.13213213213213212
38,ldbkash,CT,0.0,0.11411411411411411
38,ldbkash,LDA,0.12121212121212122,0.12612612612612611
38,ldbkemd,CT,0.0,0.07807807807807808
38,ldbkemd,LDA,0.13131313131313133,0.13213213213213212
46,original,CT,0.0,0.17917917917917917
46,original,LDA,0.0,0.35235235235235235
46,ldbk,CT,0.0,0.11511511511511512
46,ldbk,LDA,0.1111111111111111,0.11011011011011011
46,ldbkash,CT,0.0,0.3483483483483483
46,ldbkash,LDA,0.29292929292929293,0.43843843843843844
46,ldbkemd,CT,0.0,0.12812812812812813
46,ldbkemd,LDA,0.13131313131313133,0.1091091091091091
72,original,CT,0.0,0.21121121121121122
72,original,LDA,0.0,0.35235235235235235
72,ldbk,CT,0.0,0.13813813813813813
72,ldbk,LDA,0.09090909090909091,0.14614614614614616
72,ldbkash,CT,0.0,0.38038038038038036
72,ldbkash,LDA,0.2828282828282828,0.4924924924924925
72,ldbkemd,CT,0.0,0.07407407407407407
72,ldbkemd,LDA,0.10101010101010101,0.15415415415415415
83,original,CT,0.0,0.15815815815815815
83,original,LDA,0.0,0.4064064064064064
83,ldbk,CT,0.0,0.13913913913913914
83,ldbk,LDA,0.09090909090909091,0.12812812812812813
83,ldbkash,CT,0.0,0.3533533533533533
83,ldbkash,LDA,0.25252525252525254,0.45345345345345345
83,ldbkemd,CT,0.0,0.11211211211211211
83,ldbkemd,LDA,0.1111111111111111,0.13813813813813813
45,original,CT,0.0,0.14914914914914915
45,original,LDA,0.0,0.2552552552552553
45,ldbk,CT,0.0,0.14614614614614616
45,ldbk,LDA,0.1111111111111111,0.11211211211211211
45,ldbkash,CT,0.0,0.4264264264264264
45,ldbkash,LDA,0.3333333333333333,0.5275275275275275
45,ldbkemd,CT,0.0,0.12412412412412413
45,ldbkemd,LDA,0.12121212121212122,0.11311311311311312
68,original,CT,0.0,0.1981981981981982
68,original,LDA,0.0,0.3203203203203203
68,ldbk,CT,0.0,0.1011011011011011
68,ldbk,LDA,0.10101010101010101,0.0960960960960961
68,ldbkash,CT,0.0,0.3183183183183183
68,ldbkash,LDA,0.25252525252525254,0.42242242242242245
68,ldbkemd,CT,0.0,0.08708708708708708
68,ldbkemd,LDA,0.1111111111111111,0.09109109109109109
56,original,CT,0.0,0.14914914914914915
56,original,LDA,0.0,0.2082082082082082
56,ldbk,CT,0.0,0.11011011011011011
56,ldbk,LDA,0.06060606060606061,0.11911911911911911
56,ldbkash,CT,0.0,0.38538538538538536
56,ldbkash,LDA,0.36363636363636365,0.5785785785785785
56,ldbkemd,CT,0.0,0.10510510510510511
56,ldbkemd,LDA,0.06060606060606061,0.11911911911911911
36,original,CT,0.0,0.14714714714714713
36,original,LDA,0.0,0.22822822822822822
36,ldbk,CT,0.0,0.1001001001001001
36,ldbk,LDA,0.0707070707070707,0.10710710710710711
36,ldbkash,CT,0.0,0.2022022022022022
36,ldbkash,LDA,0.24242424242424243,0.42742742742742745
36,ldbkemd,CT,0.0,0.09109109109109109
36,ldbkemd,LDA,0.0707070707070707,0.10710710710710711
66,original,CT,0.0,0.15615615615615616
66,original,LDA,0.0,0.2702702702702703
66,ldbk,CT,0.0,0.07607607607607608
66,ldbk,LDA,0.09090909090909091,0.12912912912912913
66,ldbkash,CT,0.0,0.11911911911911911
66,ldbkash,LDA,0.10101010101010101,0.13213213213213212
66,ldbkemd,CT,0.0,0.07507507507507508
66,ldbkemd,LDA,0.10101010101010101,0.13713713713713713
76,original,CT,0.0,0.15315315315315314
76,original,LDA,0.0,0.3003003003003003
76,ldbk,CT,0.0,0.10710710710710711
76,ldbk,LDA,0.050505050505050504,0.12312312312312312
76,ldbkash,CT,0.0,0.5385385385385385
76,ldbkash,LDA,0.31313131313131315,0.5275275275275275
76,ldbkemd,CT,0.0,0.04604604604604605
76,ldbkemd,LDA,0.050505050505050504,0.12312312312312312
95,original,CT,0.0,0.22122122122122123
95,original,LDA,0.0,0.34234234234234234
95,ldbk,CT,0.0,0.14814814814814814
95,ldbk,LDA,0.1414141414141414,0.15915915915915915
95,ldbkash,CT,0.0,0.3743743743743744
95,ldbkash,LDA,0.26262626262626265,0.3053053053053053
95,ldbkemd,CT,0.0,0.16316316316316315
95,ldbkemd,LDA,0.15151515151515152,0.15715715715715717
85,original,CT,0.0,0.15815815815815815
85,original,LDA,0.0,0.28928928928928926
85,ldbk,CT,0.0,0.10510510510510511
85,ldbk,LDA,0.12121212121212122,0.13013013013013014
85,ldbkash,CT,0.0,0.24724724724724725
85,ldbkash,LDA,0.23232323232323232,0.36436436436436437
85,ldbkemd,CT,0.0,0.06706706706706707
85,ldbkemd,LDA,0.09090909090909091,0.11611611611611612
48,original,CT,0.0,0.16216216216216217
48,original,LDA,0.0,0.3883883883883884
48,ldbk,CT,0.0,0.08508508508508508
48,ldbk,LDA,0.09090909090909091,0.11411411411411411
48,ldbkash,CT,0.0,0.3233233233233233
48,ldbkash,LDA,0.23232323232323232,0.43543543543543545
48,ldbkemd,CT,0.0,0.0960960960960961
48,ldbkemd,LDA,0.09090909090909091,0.11511511511511512
18,original,CT,0.0,0.16816816816816818
18,original,LDA,0.0,0.36736736736736736
18,ldbk,CT,0.0,0.16616616616616617
18,ldbk,LDA,0.1111111111111111,0.11311311311311312
18,ldbkash,CT,0.0,0.3253253253253253
18,ldbkash,LDA,0.25252525252525254,0.3813813813813814
18,ldbkemd,CT,0.0,0.15715715715715717
18,ldbkemd,LDA,0.10101010101010101,0.11011011011011011
30,original,CT,0.0,0.15915915915915915
30,original,LDA,0.0,0.27927927927927926
30,ldbk,CT,0.0,0.1041041041041041
30,ldbk,LDA,0.06060606060606061,0.11711711711711711
30,ldbkash,CT,0.0,0.35535535535535534
30,ldbkash,LDA,0.21212121212121213,0.4444444444444444
30,ldbkemd,CT,0.0,0.07107107107107107
30,ldbkemd,LDA,0.0707070707070707,0.11411411411411411
3,original,CT,0.0,0.13913913913913914
3,original,LDA,0.0,0.3233233233233233
3,ldbk,CT,0.0,0.1041041041041041
3,ldbk,LDA,0.0707070707070707,0.1111111111111111
3,ldbkash,CT,0.0,0.44644644644644643
3,ldbkash,LDA,0.40404040404040403,0.4994994994994995
3,ldbkemd,CT,0.0,0.08008008008008008
3,ldbkemd,LDA,0.0707070707070707,0.10510510510510511
